product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red)",9999.0,Home > Appliances > Vacuum cleaner,Home & Kitchen,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces ( Silver )",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"MI REDMI 9i Sport (Carbon Black, 64 GB) (4 GB RAM)",9999.0,Home > Accessories > Heaters,Electronics,Mid-Range
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",9999.0,Home > Kitchen > Vacuum cleaner,Home & Kitchen,Mid-Range
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts and Pressure 125 Bar with 10 Meter Hose Pipe,9999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Boult Audio Omega with 30dB ANC+ ENC, 32H Playtime, 45ms Latency Gaming Mode, Quad Mic Zen ENC, 3 Equalizer Modes, ANC, Type-C Fast Charging, IPX5 True Wireless in Ear Bluetooth Earbuds (Black)",9999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Eureka Forbes Supervac 1600 Watts Powerful Suction,bagless Vacuum Cleaner with cyclonic Technology,7 Accessories,1 Year Warranty,Compact,Lightweight & Easy to use (Red)",9999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",9999.0,Electronics > Accessories > Smartwatches,Electronics,Mid-Range
"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",9999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",11999.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",11999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"POCO C31 (Shadow Gray, 64 GB) (4 GB RAM)",11999.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",11999.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),15999.0,Electronics > Phones > LED TVs,Electronics,Premium
"Redmi 11 Prime 5G (Meadow Green, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",15999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",15999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black),15999.0,Mobile > Phones > LED TVs,Electronics,Premium
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",17999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",17999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",17999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",17999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",18999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",18999.0,Mobile > Accessories > Mid-Tier,Electronics,Mid-Range
"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",18999.0,Mobile > Accessories > Mid-Tier,Electronics,Mid-Range
"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",18999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Redmi Note 11 (Space Black, 6GB RAM, 64GB Storage) | 90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",18999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",19499.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",19499.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",19499.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M13 5G (Stardust Brown, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",19499.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",24999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),24999.0,Mobile > Phones > Premium Tier,Electronics,Premium
"Aqua d pure Active Copper 12-L RO+UV Water Filter Purifier for Home, Kitchen Fully Automatic UF+TDS Controller",24999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Aquadpure Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India),24999.0,Home > Appliances > Heaters,Electronics,Mid-Range
MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),24999.0,Mobile > Phones > Premium Tier,Electronics,Premium
Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),24999.0,Mobile > Phones > Premium Tier,Electronics,Premium
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",24999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"Mi Robot Vacuum-Mop P, Best-in-class Laser Navigation in 10-20K INR price band, Intelligent mapping, Robotic Floor Cleaner with 2 in 1 Mopping and Vacuum, App Control (WiFi, Alexa,GA), Strong suction",29999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),29999.0,Mobile > Phones > Premium Tier,Electronics,Premium
MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),29999.0,Mobile > Phones > Premium Tier,Electronics,Premium
"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",29999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
